new2kid,option_choice,option_hectares,farm_payment,farm_costs,farm_net,benefits_total,benefits_ghg_farm,benefits_ghg_dispfood,benefits_ghg_forestry,benefits_ghg_soil_forestry,benefits_rec,benefits_flooding,benefits_totn,benefits_totp,benefits_water_non_use,benefits_water_rec,benefits_pollination_yield,benefits_pollination_non_use,costs_total,costs_farm,costs_forestry,costs_timber,costs_rec,env_out_ghg,env_out_sng_rec,env_out_wood_rec,env_out_sng_norec,env_out_wood_norec,env_out_flood,env_out_tot_n,env_out_tot_p,env_out_pollinators,es_out_ghg,es_out_rec,es_out_flood,es_out_tot_n,es_out_tot_p,es_out_water_non_use,es_out_water_rec,es_out_poll_yield,es_out_poll_non_use,bcr
85846,3,10.052237708378,245036,245035.513255357,0.486744642927079,492998.729570394,66170.5727525058,-31179.2426813832,101085.264172783,49825.6227992515,306518.130679101,39.492220332277,0,0,62.9372932729753,9.0000695294304,0,466.952265000001,213074.359352484,127300.500904008,99858.3963172412,-23264.1110434492,9179.57317468449,28.370385239199,0,10.052237708378,0,0,-0.00240548660552247,-0.00473837499568264,-0.00173443677899212,0.276554254020013,185902.217043158,306518.130679101,39.492220332277,0,0,62.9372932729753,9.0000695294304,0,466.952265000001,2.01194407993272
86478,3,13.6600797979335,329689,329689.063945703,-0.0639457034412771,861380.870029204,96505.5410846806,-53642.7574245385,138237.411146368,68023.3217489898,608825.897975565,0,0,0,-1.53645895887649e-12,0,0,3431.45549813843,286686.142561481,184826.973409909,123636.329091402,-32394.4722849499,10617.3123451201,37.9000555405164,0,13.6600797979335,0,0,-0.00543623976622246,-0.0402531067054757,-0.011452500003221,1.64264248522685,249123.5165555,608825.897975565,0,0,0,-1.53645895887649e-12,0,0,3431.45549813843,2.61270733942959
87780,3,10.2593569335206,252204,252204.32946868,-0.329468680050923,483994.427326412,74365.183903291,-39974.5841107015,110705.955606068,51097.0973712114,282019.513378198,81.9083034100877,0,0,3.95370665136658e-11,0,5193.000762801,506.352112133863,219308.112581461,133538.357196732,101395.937945929,-24894.6770457983,9268.49448459837,30.6241700568919,0,10.2593569335206,0,0,-0.00526731479980092,-0.0126840289940331,-0.00362180368041353,0.603991822958731,196193.652769869,282019.513378198,81.9083034100877,0,0,3.95370665136658e-11,0,5193.000762801,506.352112133863,1.91905928266963
88422,3,44.8422837538399,1027341,1027341.21859146,-0.218591458862647,1935858.81976347,268188.388852625,-144829.405276668,528981.647127163,220401.082585164,1027643.18034047,0,0,0,-1.18749841191055e-13,0,2219.05613046462,33254.87000425,893340.19007953,637507.198469426,326079.266074095,-89073.8685926327,18827.5941286404,121.251970894859,0,44.8422837538399,0,0,-0.00336476732093208,-0.0228596016891109,-0.00959757849489604,4.00081829722604,872741.713288283,1027643.18034047,0,0,0,-1.18749841191055e-13,0,2219.05613046462,33254.87000425,1.88433910431246
88432,3,14.8086784627437,348438,348438.386740566,-0.386740566347726,737898.495717325,102165.780491897,-53919.5381556386,180237.371630329,72631.2292808792,432423.674253335,0,79.0241260178313,21.8398366571437,0,0,3423.86079183356,835.25346201515,302989.901513536,195217.06514643,130856.035921375,-34117.1167008192,11033.9171465499,43.1352176900883,0,14.8086784627437,0,0,-0.00289759210644065,-0.0201289867177495,-0.00579657975056284,0.358103158831341,301114.843247466,432423.674253335,0,79.0241260178313,21.8398366571437,0,0,3423.86079183356,835.25346201515,2.11773255419135
89074,3,42.2279797731568,966082,966082.31145671,-0.311456709518097,1870414.09359523,269207.075053609,-147669.922016999,443407.629397216,207264.289640056,1093446.22570725,1126.98398030549,0,0,5.33804508494868e-12,0,1524.1135972296,2107.69823656255,840071.575179747,599083.418486228,309668.424336428,-86965.7087081982,18285.4410652897,114.823617857851,0,42.2279797731568,0,0,-0.00667520685980424,-0.0448446961714134,-0.0159711798421053,4.02465934850337,772209.072073882,1093446.22570725,1126.98398030549,0,0,5.33804508494868e-12,0,1524.1135972296,2107.69823656255,1.93608212718509
89085,3,12.7197036648368,296265,296264.574234148,0.425765851570759,566978.191910451,86230.8234842055,-40245.2200021895,157239.376612509,63105.4696796551,294585.969330739,0,80.2367807305624,26.088485269311,0,0,2150.8024328844,3804.64510664697,257621.36889926,161992.86972065,117285.174438254,-31919.6748330876,10262.9995734428,38.7165829234836,0,12.7197036648368,0,0,-0.00166307520713903,-0.0119012163291617,-0.00384774561954876,2.02492304447753,266330.44977418,294585.969330739,0,80.2367807305624,26.088485269311,0,0,2150.8024328844,3804.64510664697,1.91375353791522
91038,3,40.8343100508991,851013,851012.70471272,0.295287280227058,1975256.71584173,407191.303706722,-182269.452658884,474380.086709076,296191.526966526,840833.500338312,127059.495464205,0,0,-7.27286439812589e-11,0,3752.85651375548,8117.39880201373,740011.047576278,530490.180731629,265281.354318485,-73750.042138859,17989.5546650227,151.155624008971,0,40.8343100508991,0,0,-0.00602806036281987,-0.0137486690521655,-0.00578280421367804,2.43795160624543,995493.464723441,840833.500338312,127059.495464205,0,0,-7.27286439812589e-11,0,3752.85651375548,8117.39880201373,2.32106526673708
92981,2,117.13857647029,1620178,1620177.67171179,0.328288211720064,3367588.29824242,1958576.55408393,-1117154.92812672,0,0,2381535.5771695,0,0,0,525.472755893024,123.779775222678,6890.33097414432,137091.51161044,1408850.1493146,1378730.80588522,0,-0,30119.3434293777,207.793939368715,117.13857647029,0,0,0,-0.00252847994317119,-0.0308203963848519,-0.0179332367157024,32.0308379290123,841421.625957219,2381535.5771695,0,0,0,525.472755893024,123.779775222678,6890.33097414432,137091.51161044,2.07852982711925
94294,4,114.078838362841,2270502,2270501.95536761,0.0446323887445033,4289913.7769052,1943853.48707494,-1192806.67016548,1549682.27513323,181023.53447611,904769.138710867,850565.895654801,0,0,10199.3327991685,2429.22625472522,24292.6485307,15904.9084361399,1974349.52640662,1409490.2391145,775186.836653485,-240057.547168022,29729.9978066573,372.856668686419,0,114.078838362841,0,0,-0.0149933364149978,-0.182298407056921,-0.0583147490179357,3.76614529742132,2481752.6265188,904769.138710867,850565.895654801,0,0,10199.3327991685,2429.22625472522,24292.6485307,15904.9084361399,1.88941202293819
94297,2,81.8051506473286,1301816,1301816.02720253,-0.0272025323938578,3951707.31577559,1496648.59956645,-916221.670415882,0,0,3292552.09269748,0,23.1755032535996,8.73258844495473,3.88070022097123e-10,0,30805.3544632213,47891.0313726229,1132013.93669785,1106760.96684573,0,-0,25252.969852129,144.051456262833,81.8051506473286,0,0,0,-0.00135038989184681,-0.000996276581933523,-0.000383320417818471,8.23563747103426,580426.929150573,3292552.09269748,0,23.1755032535996,8.73258844495473,3.88070022097123e-10,0,30805.3544632213,47891.0313726229,3.03553445016469
94944,4,89.1461883876555,1611851,1611850.75471285,0.245287149446085,3588821.04947079,1419305.20679666,-863677.650868638,1205133.45596627,354964.662919068,1024279.96087675,422536.153072141,0,0,6439.84048230009,1531.49216788828,12876.7482657253,5431.1797926349,1401609.35192422,942793.185963003,612891.028729692,-180414.441335833,26339.5785673561,314.704180152719,0,89.1461883876555,0,0,-0.00998914790635661,-0.120503128303371,-0.0386545997884094,2.25269357925947,2115725.67481335,1024279.96087675,422536.153072141,0,0,6439.84048230009,1531.49216788828,12876.7482657253,5431.1797926349,2.22652158882601
94947,2,78.4389469845488,1089347,1089347.49838406,-0.498384058242664,3886822.67965993,1286141.9980478,-762485.937431412,0,0,3181830.7711064,0,6.7913440561424,2.50183341534594,1.71705572088541e-10,0,50385.9370337504,130940.617725918,947258.694247007,922520.271490902,0,-0,24738.422756105,129.849438715513,78.4389469845488,0,0,0,-0.000998806600221516,-0.0447445659830196,-0.0178962691830035,11.2582828065176,523656.060616389,3181830.7711064,0,6.7913440561424,2.50183341534594,1.71705572088541e-10,0,50385.9370337504,130940.617725918,3.56802991118526
95597,2,61.2867869825414,714170,714170.142250095,-0.142250095494092,2261870.86817624,886270.556775834,-508832.07528607,0,0,1797984.49066803,0,0.090264926351883,0.0332522998561135,-1.07738494190272e-10,0,15441.5613596326,71006.2111415847,621017.515000083,599091.997693404,0,-0,21925.5173066791,93.7799832371703,61.2867869825414,0,0,0,-0.00157978230629628,-0.0194297951732739,-0.00884473071200906,6.45096373763046,377438.481489765,1797984.49066803,0,0.090264926351883,0.0332522998561135,-1.07738494190272e-10,0,15441.5613596326,71006.2111415847,3.16713229087786
96272,1,31.1120652409944,495742,495742.355878807,-0.355878806789406,1126608.96408941,230645.828213687,-140252.012632443,0,0,911532.919992508,0,0,0,-7.43392488465399e-11,0,0,124682.228515654,431080.309459832,415313.614564101,0,-0,15766.6948957307,22.6222153472853,31.1120652409944,0,0,0,-0.000423378665132346,-0.0037326339086565,-0.00218186363675623,19.8830971425466,90393.815581244,911532.919992508,0,0,0,-7.43392488465399e-11,0,0,124682.228515654,2.27257114404147
96892,4,30.8734796374076,662686,662685.662417704,0.337582295760512,1370166.80931885,554674.167737487,-341396.958601844,418072.992150501,28220.1984819967,703635.812669806,0,0,0,0,0,3377.37179733439,3583.22508357202,576248.402102352,389332.892172995,234554.778302084,-63347.3289837299,15708.0606110033,99.9782861036782,0,30.8734796374076,0,0,-0.00105657250436736,-0.00915067663744325,-0.00324394531257617,1.33607149505441,659570.39976814,703635.812669806,0,0,0,0,0,3377.37179733439,3583.22508357202,2.06759582867128
98190,2,59.4304086705185,731045,731045.274951551,-0.274951551109552,2005967.41206787,928031.179421975,-542271.488703801,0,0,1541260.18158522,0,8.32641544023144,4.43498831373435,0,0,53434.4134192439,25500.3649414849,635691.543436131,614092.949946009,0,-0,21598.5934901224,95.5659772298556,59.4304086705185,0,0,0,-0.000376411622820314,-0.00450748612924716,-0.00212816092897474,5.38041365743685,385759.690718175,1541260.18158522,0,8.32641544023144,4.43498831373435,0,0,53434.4134192439,25500.3649414849,2.74397254897835
98191,2,45.8056382525858,519375,519375.052758344,-0.0527583441580646,1723215.0924929,661400.184698238,-379266.196558387,0,0,1375668.84891884,0,2.39488551569204,1.27561366005184,0,0,32206.5119363941,33202.0729986369,451630.48065943,432607.107966504,0,-0,19023.3726929262,69.9434860179453,45.8056382525858,0,0,0,-0.000281149875643968,-0.00354498163868516,-0.00164888186538653,4.38242434593947,282133.988139851,1375668.84891884,0,2.39488551569204,1.27561366005184,0,0,32206.5119363941,33202.0729986369,3.31786299396948
98408,3,18.5347618711639,449045,449044.543613246,0.45638675353257,852559.453751924,108876.678220147,-63966.8696041311,187328.095138617,92226.6158992594,495894.74049566,5231.13158281204,1459.89773157225,441.758226939507,0,0,0,25067.4060610485,390473.516185432,266373.327375368,155511.620236681,-43695.8387660327,12284.4073394154,47.2363999822408,0,18.5347618711639,0,0,-0.0121541370672424,-0.0401847302347891,-0.0111168311308107,5.0144818867472,324464.519653892,495894.74049566,5231.13158281204,1459.89773157225,441.758226939507,0,0,0,25067.4060610485,1.89860582737125
104058,3,38.3230815177242,767364,767364.166529157,-0.166529156733304,1720843.63528458,323637.068077283,-199604.464206034,403023.565796095,188125.95912116,977463.068557028,27742.592177089,315.950554956598,139.895206998053,-5.23912374344914e-11,0,0,0,667273.188286223,478550.317318234,249978.330103096,-78698.8197541614,17443.3606190555,107.696641721048,0,38.3230815177242,0,0,-0.00893336630749554,-0.0391372121467697,-0.0157392245570344,17.7093875131659,715182.128788504,977463.068557028,27742.592177089,315.950554956598,139.895206998053,-5.23912374344914e-11,0,0,0,2.24253891931935
105363,4,58.6187814880658,1262908,1262907.57081251,0.429187493165955,2524249.53380865,1097757.1038344,-667544.20196507,713293.538303509,51988.4577826109,1254761.88968282,28181.1851462633,0,0,143.050596289744,27.5361516429647,24987.4866165691,20653.4876596178,1098180.4963587,764995.954617067,413953.760975313,-102223.275586689,21454.0563530114,193.503053763261,0,58.6187814880658,0,0,-0.00579861670853744,-0.0528817722677556,-0.0178522256309192,3.6722522550784,1195494.89795545,1254761.88968282,28181.1851462633,0,0,143.050596289744,27.5361516429647,24987.4866165691,20653.4876596178,1.99875963554641
105494,2,79.7151095753469,1507889,1507889.05817688,-0.0581768800038844,4188373.74267564,1717884.6010063,-1052976.62149943,0,0,3063695.99567139,0,0,0,-5.92748105831918e-10,0,28342.3478078315,431427.419689551,1311207.87667555,1286273.10831606,0,-0,24934.7683594909,166.351106009018,79.7151095753469,0,0,0,-0.000984408278247319,-0.00722452696852852,-0.00434658063889731,54.2325228052162,664907.97950687,3063695.99567139,0,0,0,-5.92748105831918e-10,0,28342.3478078315,431427.419689551,2.77764062386266
105568,3,11.073350744988,275065,275065.061415364,-0.0614153640344739,559865.94941476,56757.5253300899,-20886.4266863177,113300.306492839,55509.9823648965,354728.1744095,0,334.16393049236,87.4948460097003,-3.57324818036339e-11,0,0,34.7287272506818,239187.009926404,150423.418934231,106750.428023046,-27596.3901108703,9609.5530799967,31.1316787534976,0,11.073350744988,0,0,-0.00258629551792778,-0.00972543546255964,-0.00247398103042954,0.268010148933501,204681.387501508,354728.1744095,0,334.16393049236,87.4948460097003,-3.57324818036339e-11,0,0,34.7287272506818,2.035395086306
106666,4,86.1225363402172,1829715,1829714.51422077,0.485779226990417,3677097.21491151,1609102.3890872,-970252.269687014,1053264.41965865,72642.6758752541,1831776.42531268,0,0,0,-1.9270297696514e-10,0,36419.2629623559,44144.3117023824,1591056.09932241,1117584.97993259,591905.45483862,-144331.990042595,25897.6545937963,284.182410219579,0,86.1225363402172,0,0,-0.00456209106899691,-0.0354820245660612,-0.0119058509146644,6.9740655452261,1764757.21493409,1831776.42531268,0,0,0,-1.9270297696514e-10,0,36419.2629623559,44144.3117023824,2.00965571955824
106804,2,48.2258594266211,735237,735236.554409905,0.44559009547811,1914632.52542843,856211.855472041,-522272.727528164,0,0,1505539.53975371,0,0,0,-1.43386018270312e-10,0,0,75153.8577308387,639336.134269482,619829.807144408,0,-0,19506.3271250745,84.7662024480747,48.2258594266211,0,0,0,-0.000790967350704256,-0.00395701084407419,-0.00176145574402712,44.6212891801666,333939.127943877,1505539.53975371,0,0,0,-1.43386018270312e-10,0,0,75153.8577308387,2.60410252126652
107299,3,66.0593177902778,1464774,1464773.64404069,0.355959306936711,2849326.08847344,642228.509205394,-312281.625422437,805900.64349895,541139.204971577,1038515.73740431,109663.736496864,0,0,-1.22998969450013e-10,0,4235.64192735829,19924.2403914253,1273716.2122093,909515.288286322,463031.148692602,-121574.17670983,22743.9519402047,251.949367939823,0,66.0593177902778,0,0,-0.0107891674471663,-0.0185890767607761,-0.00828978752982354,4.34763510649975,1676986.73225348,1038515.73740431,109663.736496864,0,0,-1.22998969450013e-10,0,4235.64192735829,19924.2403914253,1.94523256725846
107304,3,63.9235039992561,1325112,1325111.83194162,0.168058379553258,2758902.55342544,698058.635800298,-335847.807048112,687539.034344634,510097.814579096,1077594.72266047,81183.7161896473,0,0,-3.71382558239772e-11,0,0,40276.4368994063,1152271.1582101,808879.34174815,450516.401076412,-129506.054201042,22381.4695865851,246.179221759496,0,63.9235039992561,0,0,-0.0206971302224788,-0.121250136691066,-0.0534570360556372,8.16115887343887,1559847.67767592,1077594.72266047,81183.7161896473,0,0,-3.71382558239772e-11,0,0,40276.4368994063,2.08201461719873
107305,3,68.3988076929721,1410227,1410227.36849303,-0.368493030546233,2644375.5812059,730301.815937002,-351885.296793649,809442.38899405,563385.203939031,786177.064399951,89731.8366471651,0,0,-2.04887872431629e-10,0,0,17222.568082348,1226284.66825481,861709.769595088,479501.089823998,-138060.530592447,23134.3394281704,264.825625428161,0,68.3988076929721,0,0,-0.0287581734482694,-0.140096043171837,-0.0634627312288501,11.1455443405946,1751244.11207643,786177.064399951,89731.8366471651,0,0,-2.04887872431629e-10,0,0,17222.568082348,1.87514179008479
107317,4,60.976680882358,1202545,1202545.41599869,-0.415998689830303,3511632.89418507,1025124.20399997,-629233.97218514,686353.598203712,233998.077439376,2165095.44309085,0,0,0,-3.51365412284933e-10,0,13326.9482681731,16968.5953681374,1045691.66608582,683548.441473997,428224.72568932,-87952.7540962866,21871.2530187863,204.895616892363,0,60.976680882358,0,0,-0.00326505865748334,-0.0180546302946021,-0.00633180888819352,3.80905905494693,1316241.90745792,2165095.44309085,0,0,0,-3.51365412284933e-10,0,13326.9482681731,16968.5953681374,2.92016755646157
107325,4,89.4931792691038,1770653,1770653.20012591,-0.200125913368538,3753642.27952072,1554132.90440124,-945036.727955173,1061185.57862485,350252.605651979,1597205.88400146,43639.766916755,0,0,2.4709434075183e-11,0,18874.0390830642,73388.2287965471,1539698.4348921,1037295.57324325,612602.947265446,-136589.896301347,26389.8106847498,318.766587532909,0,89.4931792691038,0,0,-0.00438316661019143,-0.0432245418149081,-0.0195152319742202,12.3902877440099,2020534.3607229,1597205.88400146,43639.766916755,0,0,2.4709434075183e-11,0,18874.0390830642,73388.2287965471,2.11991975814613
107453,2,87.9526565609535,1439584,1439584.25369464,-0.253694637212902,3124515.43315163,1678342.24315278,-1035494.32854782,0,0,2028975.62538025,0,0,0,-3.4706940479201e-10,0,148554.122369455,304137.770796966,1251812.39451708,1225646.34828456,0,-0,26166.0462325201,163.03432513023,87.9526565609535,0,0,0,-0.00196529014439079,-0.0102359061885219,-0.00446972247140957,52.6220429474813,642847.91460496,2028975.62538025,0,0,0,-3.4706940479201e-10,0,148554.122369455,304137.770796966,2.17042939707001
